#OTU ID	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	B13	B14	B15	B16a	B16b	B17	B18	B19	C02	C03	C04	C04_75	C05	C06	C07	C08	C09	C10	C11	C12	C13	C14	C15	C16	C17	C18	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	D13	D14	D15	D16	D17	D18	Consensus Lineage
OTU_8	52	54	132	65	104	142	568	1033	1640	3492	3075	1220	735	1511	457	551	434	466	288	79	34	23	27	54	15	43	145	162	95	272	1067	504	231	2	1	3	6	6	53	48	51	850	2349	991	3075	1203	2806	1757	2761	238	33	25	22	13	13	4	12	4	6	775	537	440	597	1215	1969	4522	4365	6095	786	33	23	11	10	14	7	11	6	 k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU_10	62	29	280	37	53	16	9	44	27	32	61	30	16	35	6	9	8	12	8	14	11	992	793	2030	1056	1563	1221	454	167	201	287	108	39	3	10	2	9	9	10	4	7	1046	1699	755	1877	1887	1229	1500	519	80	60	122	170	92	187	94	219	74	130	1970	1178	772	962	910	971	1142	796	1961	165	111	78	55	27	36	45	25	33	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Pelagibacteraceae; g__; s__
OTU_92	92	41	167	78	83	13	19	55	131	179	186	111	46	157	46	39	15	36	7	7	7	4	1	13	9	5	15	7	13	14	48	7	3	0	1	0	4	0	2	0	4	108	303	132	345	260	381	305	344	94	1	2	1	0	1	1	2	1	0	128	81	76	127	122	105	82	54	45	9	2	1	2	0	2	2	0	0	 k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__; s__
OTU_258	42	10	85	2	7	3	13	66	45	75	80	29	21	34	10	4	1	12	8	10	1	2	2	2	3	16	36	22	16	16	171	63	65	1	20	0	5	9	1	0	1	10	14	13	45	43	44	34	27	19	13	15	5	1	1	2	3	0	1	2	5	8	35	61	55	66	64	196	24	12	8	2	2	0	1	2	1	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__
OTU_43	6	6	16	7	7	101	134	230	251	481	450	148	165	338	147	216	182	120	172	111	49	3	1	45	18	61	78	11	4	10	20	62	31	16	77	24	80	70	78	75	70	38	117	110	251	94	209	298	248	139	200	257	134	39	34	21	53	21	39	171	130	133	161	129	153	198	214	372	170	130	89	55	63	122	88	76	50	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
OTU_73	56	34	69	16	22	22	43	85	100	215	202	70	80	110	30	58	43	30	64	88	27	12	9	89	26	51	88	44	32	86	272	288	109	9	13	9	12	12	19	12	14	45	103	28	96	44	58	29	30	2	8	12	19	21	24	12	20	4	8	227	135	165	208	137	134	88	67	35	29	5	33	16	17	16	9	14	11	 k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
OTU_39	51	40	198	45	39	12	2	14	16	49	32	14	18	18	9	9	2	7	10	10	6	246	144	251	70	695	1676	901	526	902	989	108	48	0	2	1	2	2	1	1	4	158	253	94	198	152	202	149	48	10	3	11	8	4	0	1	8	4	2	154	101	105	120	113	79	132	115	148	22	3	1	0	4	5	7	5	10	 k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cyclobacteriaceae; g__; s__
OTU_200	13	9	12	7	25	13	9	11	13	14	10	8	1	8	1	0	0	2	3	1	0	4	6	5	11	73	64	55	46	69	153	149	32	0	1	0	0	0	2	1	0	59	94	31	115	55	91	42	5	2	0	0	0	1	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
OTU_550	11	6	10	9	18	23	7	12	1	19	15	2	8	10	6	9	9	4	6	11	6	34	19	59	19	7	8	3	7	27	63	24	19	0	3	2	4	6	3	0	3	2	2	1	1	0	0	0	0	0	1	0	0	2	3	2	6	1	0	2	1	0	0	4	3	1	0	0	0	0	0	1	2	4	3	4	1	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__
OTU_1323	2	2	2	2	2	0	0	0	0	1	0	2	0	1	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	2	0	4	0	0	0	0	0	0	0	1	0	 k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_2917	5	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_453	21	5	17	9	38	73	21	15	20	34	25	13	13	48	11	23	12	15	10	5	15	0	0	0	0	0	2	1	2	3	5	3	16	5	2	2	0	2	4	7	2	0	1	0	3	1	2	9	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	 k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__Haliscomenobacter; s__
OTU_1569	6	1	6	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	4	1	6	0	1	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
OTU_790	41	19	50	9	2	0	0	0	3	3	2	0	0	3	0	1	1	0	3	0	0	0	0	4	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__
OTU_241	65	17	54	28	81	289	37	104	75	104	85	24	20	49	14	26	33	16	14	10	17	0	2	3	2	16	24	19	17	66	521	1804	390	7	11	3	4	7	5	7	3	0	0	0	2	1	1	0	1	0	0	1	2	1	4	1	3	1	1	0	0	0	0	1	1	2	2	9	48	17	13	1	0	1	1	1	0	 k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU_87	30	5	20	8	7	1	13	24	36	66	62	16	21	25	16	18	8	6	11	5	7	7	7	46	8	0	0	0	0	0	0	0	1	2	5	3	3	2	4	3	5	62	192	183	636	165	422	610	469	38	23	17	3	1	2	4	16	7	17	29	13	19	31	31	33	28	13	4	0	0	1	2	0	2	7	5	2	 k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
OTU_150	16	16	60	67	89	137	464	522	509	727	506	171	116	264	66	91	68	67	31	35	26	4	1	7	16	5	1	0	4	12	123	166	68	15	28	11	25	19	17	15	19	269	515	212	491	335	510	828	220	19	1	2	3	6	15	28	130	42	52	300	187	153	223	236	218	197	112	69	25	6	1	1	0	1	2	0	1	 k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU_540	24	18	116	8	14	1	0	2	2	6	8	0	0	6	6	1	1	1	3	5	3	0	0	1	0	1	6	2	5	9	22	1	2	0	0	0	0	0	1	2	0	1	3	5	5	5	8	18	13	0	0	2	1	4	2	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	2	3	1	1	 k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU_181	124	68	317	87	107	40	9	60	77	123	192	92	42	190	39	25	23	95	44	53	50	0	1	0	0	0	8	17	28	39	883	606	381	22	25	2	1	6	2	2	3	63	96	51	129	228	151	175	65	85	24	26	5	0	1	1	3	0	4	3	1	0	3	15	13	34	35	28	91	7	11	0	0	1	1	3	0	 k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__
OTU_151	38	19	153	42	49	3	0	0	0	1	2	1	1	0	0	2	0	0	0	2	0	29	12	7	1	1	12	8	8	45	272	602	298	26	21	2	6	8	3	6	3	0	0	0	1	0	5	4	9	2	5	38	61	32	47	17	25	6	15	0	0	0	1	2	4	10	5	25	26	25	37	4	3	1	5	2	0	 k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__; s__
OTU_108	72	33	133	18	34	52	63	45	156	327	317	116	168	446	200	318	256	165	280	282	132	43	21	108	47	112	152	79	67	190	367	743	265	32	68	36	55	62	74	61	60	20	37	15	49	23	25	32	26	40	23	18	14	5	7	4	13	8	8	62	45	35	49	51	50	56	58	54	20	4	5	3	11	10	13	6	7	 k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Polaromonas; s__
OTU_101	58	30	83	29	59	78	64	86	125	310	343	113	126	206	71	95	80	56	39	27	5	5	1	59	127	358	154	46	25	54	125	117	41	9	28	16	36	31	28	38	35	49	151	44	167	72	103	53	54	12	12	84	71	42	35	22	46	14	28	198	153	101	138	82	57	42	36	39	14	10	25	10	25	32	42	21	11	 k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
OTU_3098	1	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_413	20	5	58	14	24	7	8	38	11	19	26	12	5	20	1	4	2	1	4	3	1	0	1	1	1	21	5	4	13	5	6	39	3	0	6	2	6	0	3	1	2	18	38	10	18	18	23	12	12	9	7	3	2	3	0	1	3	0	0	5	6	4	2	10	9	7	13	8	1	3	10	5	0	4	1	0	0	 k__Bacteria; p__Spirochaetes; c__[Leptospirae]; o__[Leptospirales]; f__Leptospiraceae; g__Leptospira; s__
OTU_374	33	14	84	11	7	1	1	6	10	19	12	6	6	8	5	5	2	0	1	0	0	0	0	2	8	6	15	6	2	1	28	8	4	2	1	0	0	0	0	0	0	3	16	4	8	13	19	0	11	9	15	7	4	0	2	0	0	0	0	4	1	3	6	15	13	11	0	2	0	0	0	0	0	1	0	0	0	 k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__
OTU_1338	10	6	9	4	8	8	8	2	5	4	7	1	1	30	31	48	55	42	101	217	115	0	1	0	0	3	2	0	0	1	1	7	30	21	30	27	35	33	97	93	72	3	6	4	9	2	4	9	3	0	261	450	361	195	155	39	66	15	30	1	0	0	1	2	0	0	1	1	1	20	261	114	33	37	20	22	14	 k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Luteolibacter; s__
OTU_1505	6	1	8	4	4	0	0	1	1	7	2	2	2	11	2	6	5	4	7	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	2	0	2	1	0	6	1	0	0	0	2	1	4	2	0	0	0	 k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_37	25	5	26	13	15	76	74	115	81	243	195	77	71	124	49	89	95	49	56	71	28	35	45	313	207	486	707	160	93	267	352	109	79	13	45	17	48	45	38	32	35	174	462	288	798	526	402	997	538	137	41	48	90	95	140	53	174	74	112	251	190	198	221	248	232	530	472	1123	370	101	196	61	69	62	114	68	47	 k__Bacteria; p__Chloroflexi; c__SL56; o__; f__; g__; s__
OTU_3219	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__; s__
OTU_3518	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Rhabdochlamydiaceae; g__CandidatusRhabdochlamydia; s__
OTU_943	7	3	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	6	1	7	0	0	0	0	0	0	0	0	0	0	0	4	4	3	1	4	4	1	2	1	1	0	0	0	0	0	0	0	0	 k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__
OTU_147	8	1	7	4	5	1	4	0	2	6	3	6	1	2	5	2	6	0	2	4	1	253	113	233	49	26	78	65	27	57	80	33	66	4	2	0	3	3	0	2	6	22	66	33	121	21	42	92	72	8	9	5	5	4	1	0	1	0	1	109	67	78	89	86	73	201	102	46	19	0	9	1	2	0	1	1	0	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter; s__
OTU_3025	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_2193	35	25	88	22	36	77	24	22	15	39	43	16	15	31	10	6	9	9	15	7	4	89	77	260	57	58	62	18	10	23	57	61	28	5	15	7	14	15	5	13	9	20	48	27	58	20	27	39	17	8	12	13	10	5	6	2	8	1	3	94	45	129	82	55	39	75	43	45	15	15	9	9	7	11	8	8	1	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
OTU_1690	5	1	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_96	2	1	4	0	0	0	9	11	11	16	31	20	20	105	39	99	93	72	144	256	257	0	0	3	0	1	2	1	0	1	2	12	12	17	107	85	164	200	261	316	295	3	1	1	3	0	4	0	1	0	29	120	255	160	317	158	503	253	391	1	1	0	0	1	4	1	0	5	4	61	446	522	306	454	609	427	427	 k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_187	80	34	195	51	50	11	13	22	22	29	47	16	24	23	5	6	3	8	4	7	2	288	127	352	173	267	288	89	51	124	186	167	59	3	3	3	3	1	1	0	1	19	33	20	41	23	41	26	24	16	15	12	4	2	7	2	4	3	1	186	134	108	148	124	79	129	83	113	51	12	14	6	1	0	2	1	4	 k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Limnohabitans; s__
OTU_398	7	1	35	13	9	3	11	42	58	51	90	71	33	30	8	8	4	14	1	5	3	0	0	0	0	7	48	21	14	1	9	1	0	0	0	0	1	0	0	0	0	0	0	1	2	2	3	10	7	7	11	7	2	0	2	0	1	0	1	0	2	0	2	1	4	3	3	8	3	0	1	0	2	3	4	1	3	 k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
OTU_477	13	3	25	8	28	12	11	9	8	14	8	7	4	7	2	1	4	2	2	2	0	0	1	10	1	18	37	8	8	6	9	2	6	1	1	1	2	3	5	2	1	3	7	6	17	1	12	9	7	1	2	1	0	2	1	0	2	0	4	1	0	2	6	3	3	3	2	5	1	0	0	3	2	9	1	2	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__; s__
OTU_153	5	3	3	1	7	17	29	36	53	101	79	30	22	41	20	31	47	9	30	34	17	17	14	115	39	45	22	10	15	17	68	80	63	5	22	24	21	21	18	16	20	7	27	10	24	10	14	13	17	5	35	11	8	8	8	5	19	8	17	91	30	50	62	76	82	49	92	14	12	5	50	7	7	25	36	12	10	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__
OTU_1385	22	10	29	10	31	4	1	0	0	0	1	0	0	1	0	1	1	1	1	0	2	4	2	5	0	1	5	6	6	10	81	166	50	11	9	2	3	4	1	1	0	0	0	0	0	0	0	1	4	5	14	7	6	0	9	1	1	1	3	1	0	0	0	4	2	5	1	16	217	215	61	7	1	1	4	0	0	 k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
OTU_2823	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__
OTU_359	52	20	66	25	54	113	94	105	59	43	35	11	5	21	6	11	8	7	6	2	4	3	2	22	6	7	30	14	15	12	53	81	34	1	3	0	0	1	2	1	0	1	7	10	16	3	10	6	3	1	0	0	0	0	1	0	0	0	0	7	6	5	6	7	7	2	0	2	7	0	2	0	0	1	0	0	0	 k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Vogesella; s__
OTU_357	43	5	34	5	6	89	47	21	20	58	28	9	7	7	0	0	1	0	2	0	1	0	0	0	0	3	5	6	1	6	14	13	9	1	1	0	0	0	0	0	1	0	1	2	2	2	1	2	6	4	5	2	1	0	0	0	0	0	0	0	0	0	0	3	0	10	16	6	7	0	0	0	0	1	0	0	0	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__; s__
OTU_424	41	10	47	10	29	60	48	31	27	35	28	10	7	23	8	23	30	22	15	25	15	0	0	0	0	1	1	0	1	3	5	8	11	3	13	7	8	11	18	8	12	0	3	0	4	1	0	0	0	0	0	2	3	0	5	10	60	17	23	0	0	0	0	3	1	1	0	0	0	0	0	3	2	4	3	4	2	 k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU_3668	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_132	1	1	6	2	4	1	7	6	3	16	13	11	9	74	22	51	64	34	80	90	30	2	0	0	0	4	1	1	0	1	5	1	20	11	43	32	69	75	91	115	112	1	0	1	0	4	0	0	0	0	1	3	12	10	50	19	88	44	54	0	0	0	1	0	2	5	2	3	1	33	130	129	80	147	225	157	156	 k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_373	11	3	17	3	6	8	2	1	3	10	9	1	1	4	1	2	0	0	2	4	2	3	0	10	5	12	9	1	2	5	28	23	12	0	1	0	0	1	2	0	0	6	9	2	23	7	17	3	5	0	2	1	2	0	2	0	1	0	5	23	22	19	29	16	12	8	7	7	5	1	16	4	1	4	4	2	0	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
OTU_3576	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_1760	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_3336	7	3	12	9	5	9	3	1	0	7	5	2	2	3	1	3	1	1	1	3	1	17	8	31	21	14	10	8	0	7	22	18	5	0	4	1	2	2	3	1	1	3	4	2	10	5	4	2	3	5	5	3	2	2	6	1	7	1	4	7	3	6	4	6	5	14	7	14	10	10	13	7	3	2	4	2	1	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
OTU_566	1	0	0	0	1	0	5	3	7	17	26	9	9	29	5	4	11	10	8	8	2	0	6	2	0	0	0	0	0	0	0	0	0	0	2	3	5	1	1	1	2	0	1	0	0	0	1	3	0	0	2	0	0	0	2	0	2	0	5	0	3	2	2	14	17	17	41	72	7	0	0	0	0	0	4	1	1	 k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__Methylacidiphilales; f__LD19; g__; s__
OTU_2094	2	0	10	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_2702	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	 k__Bacteria; p__OD1; c__; o__; f__; g__; s__
OTU_1626	4	0	9	3	6	0	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_22	46	23	70	25	51	109	127	169	359	883	983	353	470	3972	2342	3796	3806	2282	4116	3993	2027	42	27	78	38	116	205	91	117	346	1012	2578	3065	2608	6960	3619	3993	3899	2567	1822	1899	10	16	41	108	29	102	223	1434	1409	1675	1553	757	161	253	154	534	193	321	27	21	14	21	46	39	98	102	165	446	1309	1259	411	495	791	1079	678	417	 k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhodoferax; s__
OTU_903	1	0	1	0	1	0	0	0	0	0	1	0	0	2	0	2	0	0	1	4	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	3	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	6	 k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_438	2	1	4	1	4	3	2	6	3	6	16	13	3	23	4	6	11	9	10	32	42	2	1	0	0	3	2	1	2	0	9	4	9	4	30	8	27	31	41	62	61	3	2	4	5	1	1	4	1	2	0	5	2	4	37	13	153	66	127	2	1	2	0	1	3	5	5	1	1	1	0	11	12	30	37	41	50	 k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_1740	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__OD1; c__; o__; f__; g__; s__
OTU_134	14	10	37	11	15	13	54	101	130	347	405	153	145	364	108	126	77	137	69	86	43	0	2	6	2	59	136	29	8	20	48	8	11	2	21	21	38	52	44	54	52	2	8	3	10	7	11	10	12	1	2	17	25	16	29	2	18	6	7	18	9	6	12	12	12	8	5	19	11	4	5	3	14	23	41	18	26	 k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU_124	6	2	23	5	3	5	11	15	16	42	67	55	32	194	51	111	112	108	124	317	284	0	0	2	1	1	1	1	0	1	1	5	17	44	230	127	267	403	359	398	388	0	2	0	2	2	0	3	1	1	1	4	3	7	58	55	324	106	225	1	1	0	1	2	3	1	0	1	0	5	17	41	48	85	137	147	204	 k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_249	28	22	72	45	68	89	10	21	53	95	140	51	29	52	18	24	8	19	10	16	10	0	0	0	0	2	0	1	2	2	26	10	1	0	0	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	8	2	2	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	 k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU_2417	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_60	1	0	0	0	0	0	1	0	2	3	13	6	1	5	4	7	3	4	3	2	0	0	0	0	0	0	0	0	0	0	1	1	4	3	9	3	4	6	7	4	3	0	0	7	17	2	18	129	411	295	576	1054	283	48	77	35	83	42	41	1	0	2	0	4	6	32	69	191	943	1026	473	70	6	7	13	4	6	 k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
